item-icon href,item-icon-img src,item-icon-name
https://fnggcdn.com/items/5326/video.mp4,https://fortnite.gg/img/items/5326/icon.jpg?4,Oasis Wind
https://fnggcdn.com/items/5756/video.mp4,https://fortnite.gg/img/items/5756/icon.jpg?4,The El Durrrado
https://fnggcdn.com/items/5903/video.mp4,https://fortnite.gg/img/items/5903/icon.jpg?4,Octane Cruiser
https://fnggcdn.com/items/5895/video.mp4,https://fortnite.gg/img/items/5895/icon.jpg?4,Whirrr
https://fnggcdn.com/items/5930/video.mp4,https://fortnite.gg/img/items/5930/icon.jpg?4,Cool Grey
https://fnggcdn.com/items/5918/video.mp4,https://fortnite.gg/img/items/5918/icon.jpg?9,The Cubist
https://fnggcdn.com/items/1703/video.mp4,https://fortnite.gg/img/items/1703/icon.jpg?6,Dark Skully Satchel
https://fnggcdn.com/items/5924/video.mp4,https://fortnite.gg/img/items/5924/icon.jpg?5,F.I.E.L.D. Pack
https://fnggcdn.com/items/5899/video.mp4,https://fortnite.gg/img/items/5899/icon.jpg?4,Neural-Scratch Claws
https://fnggcdn.com/items/5897/video.mp4,https://fortnite.gg/img/items/5897/icon.jpg?4,Tech Plate 8
https://fnggcdn.com/items/5892/video.mp4,https://fortnite.gg/img/items/5892/icon.jpg?4,NanaTech Blade
https://fnggcdn.com/items/5911/video.mp4,https://fortnite.gg/img/items/5911/icon.jpg?4,Umbra-tube
https://fnggcdn.com/items/5896/video.mp4,https://fortnite.gg/img/items/5896/icon.jpg?4,Victory Crest
https://fnggcdn.com/items/5900/video.mp4,https://fortnite.gg/img/items/5900/icon.jpg?4,Scroll
https://fnggcdn.com/items/5898/video.mp4,https://fortnite.gg/img/items/5898/icon.jpg?4,Hidden Leaf Cloak
https://fnggcdn.com/items/5894/video.mp4,https://fortnite.gg/img/items/5894/icon.jpg?4,Pakkun
https://fnggcdn.com/items/5893/video.mp4,https://fortnite.gg/img/items/5893/icon.jpg?4,Demon Wind Shuriken
https://fnggcdn.com/items/5852/video.mp4,https://fortnite.gg/img/items/5852/icon.jpg?5,The Phoenix Force
https://fnggcdn.com/items/5789/video.mp4,https://fortnite.gg/img/items/5789/icon.jpg?4,Jinx's Dream Monkey
https://fnggcdn.com/items/5781/video.mp4,https://fortnite.gg/img/items/5781/icon.jpg?4,Paralizatrón CH-3000
https://fnggcdn.com/items/5653/video.mp4,https://fortnite.gg/img/items/5653/icon.jpg?4,Spearmint Satchel
https://fnggcdn.com/items/5652/video.mp4,https://fortnite.gg/img/items/5652/icon.jpg?4,Minty Multipack
