item-icon href,item-icon-img src,item-icon-name
https://fnggcdn.com/items/17706/video.mp4,https://fortnite.gg/img/items/17706/icon.jpg?1,Jake Chute
https://fnggcdn.com/items/17420/video.mp4,https://fortnite.gg/img/items/17420/icon.jpg?1,Nevermore Wings
https://fnggcdn.com/items/17419/video.mp4,https://fortnite.gg/img/items/17419/icon.jpg?1,Horizon Rider
https://fnggcdn.com/items/17417/video.mp4,https://fortnite.gg/img/items/17417/icon.jpg?1,Punk Powerglider
https://fnggcdn.com/items/17418/video.mp4,https://fortnite.gg/img/items/17418/icon.jpg?1,Cometbrella
https://fnggcdn.com/items/17164/video.mp4,https://fortnite.gg/img/items/17164/icon.jpg?1,Hope's Drone
https://fnggcdn.com/items/17163/video.mp4,https://fortnite.gg/img/items/17163/icon.jpg?1,Bullet Rider
https://fnggcdn.com/items/16932/video.mp4,https://fortnite.gg/img/items/16932/icon.jpg?1,Klassic Kombat Crasher
https://fnggcdn.com/items/16931/video.mp4,https://fortnite.gg/img/items/16931/icon.jpg?1,Kombat Crasher
https://fnggcdn.com/items/16995/video.mp4,https://fortnite.gg/img/items/16995/icon.jpg?1,The Vaultbrella
https://fnggcdn.com/items/16994/video.mp4,https://fortnite.gg/img/items/16994/icon.jpg?1,Ranker's Vaultbrella
https://fnggcdn.com/items/16934/video.mp4,https://fortnite.gg/img/items/16934/icon.jpg?1,Pickle Chip
https://fnggcdn.com/items/16933/video.mp4,https://fortnite.gg/img/items/16933/icon.jpg?1,Chemist's Cloudglider
https://fnggcdn.com/items/16930/video.mp4,https://fortnite.gg/img/items/16930/icon.jpg?1,Pack Leader
https://fnggcdn.com/items/16929/video.mp4,https://fortnite.gg/img/items/16929/icon.jpg?1,Valentina's Quadjet
https://fnggcdn.com/items/16928/video.mp4,https://fortnite.gg/img/items/16928/icon.jpg?1,Dealer's Deck
https://fnggcdn.com/items/15094/video.mp4,https://fortnite.gg/img/items/15094/icon.jpg?3,The Great Scarecrow
https://fnggcdn.com/items/15060/video.mp4,https://fortnite.gg/img/items/15060/icon.jpg?2,King's Parade Horse
https://fnggcdn.com/items/14710/video.mp4,https://fortnite.gg/img/items/14710/icon.jpg?4,Fist of Doom
https://fnggcdn.com/items/14557/video.mp4,https://fortnite.gg/img/items/14557/icon.jpg?38,Ranker's Doom Brella
https://fnggcdn.com/items/14675/video.mp4,https://fortnite.gg/img/items/14675/icon.jpg?4,Arachno-Jets
https://fnggcdn.com/items/14558/video.mp4,https://fortnite.gg/img/items/14558/icon.jpg?38,Doom Brella
https://fnggcdn.com/items/14556/video.mp4,https://fortnite.gg/img/items/14556/icon.jpg?4,Peelverine Wings
https://fnggcdn.com/items/14555/video.mp4,https://fortnite.gg/img/items/14555/icon.jpg?4,Shuri's Skywings
https://fnggcdn.com/items/14554/video.mp4,https://fortnite.gg/img/items/14554/icon.jpg?4,White Queen's Drone
https://fnggcdn.com/items/14553/video.mp4,https://fortnite.gg/img/items/14553/icon.jpg?4,Pig-Gwen Scooter
https://fnggcdn.com/items/14552/video.mp4,https://fortnite.gg/img/items/14552/icon.jpg?4,War Force Wings
https://fnggcdn.com/items/14551/video.mp4,https://fortnite.gg/img/items/14551/icon.jpg?4,Captain's Glider
https://fnggcdn.com/items/12763/video.mp4,https://fortnite.gg/img/items/12763/icon.jpg?3,Jack's Ship
https://fnggcdn.com/items/14350/video.mp4,https://fortnite.gg/img/items/14350/icon.jpg?4,Wolverine Dropper
https://fnggcdn.com/items/14349/video.mp4,https://fortnite.gg/img/items/14349/icon.jpg?4,Deadpool Dropper
https://fnggcdn.com/items/12624/video.mp4,https://fortnite.gg/img/items/12624/icon.jpg?3,Wastelander’s Revenge
https://fnggcdn.com/items/12764/video.mp4,https://fortnite.gg/img/items/12764/icon.jpg?3,Summer Sail Shark
https://fnggcdn.com/items/12762/video.mp4,https://fortnite.gg/img/items/12762/icon.jpg?43,Magnetic Steps
https://fnggcdn.com/items/12437/video.mp4,https://fortnite.gg/img/items/12437/icon.jpg?3,Neon Man O' War
https://fnggcdn.com/items/12781/video.mp4,https://fortnite.gg/img/items/12781/icon.jpg?3,The Rezzbrella
https://fnggcdn.com/items/12494/video.mp4,https://fortnite.gg/img/items/12494/icon.jpg?3,Ranker's Junker 'Brella
https://fnggcdn.com/items/12441/video.mp4,https://fortnite.gg/img/items/12441/icon.jpg?3,West-Tek Wings
https://fnggcdn.com/items/12443/video.mp4,https://fortnite.gg/img/items/12443/icon.jpg?3,Drome Drifter
https://fnggcdn.com/items/12442/video.mp4,https://fortnite.gg/img/items/12442/icon.jpg?3,Pea-rigibles
https://fnggcdn.com/items/12440/video.mp4,https://fortnite.gg/img/items/12440/icon.jpg?3,Wasteland Rider
https://fnggcdn.com/items/12439/video.mp4,https://fortnite.gg/img/items/12439/icon.jpg?3,Wasteland Speeder
https://fnggcdn.com/items/12438/video.mp4,https://fortnite.gg/img/items/12438/icon.jpg?3,Mobile Megalodon
https://fnggcdn.com/items/12495/video.mp4,https://fortnite.gg/img/items/12495/icon.jpg?3,Junker 'Brella
https://fnggcdn.com/items/8421/video.mp4,https://fortnite.gg/img/items/8421/icon.jpg?392,Fiery Descent
https://fnggcdn.com/items/8639/video.mp4,https://fortnite.gg/img/items/8639/icon.jpg?3,Champion Sail Shark
https://fnggcdn.com/items/8671/video.mp4,https://fortnite.gg/img/items/8671/icon.jpg?3,Stadium Drifter
https://fnggcdn.com/items/8638/video.mp4,https://fortnite.gg/img/items/8638/icon.jpg?4,X-34 Landspeeder
https://fnggcdn.com/items/8570/video.mp4,https://fortnite.gg/img/items/8570/icon.jpg?3,Everything's End
https://fnggcdn.com/items/8561/video.mp4,https://fortnite.gg/img/items/8561/icon.jpg?3,Glorzo Fighter Ship
https://fnggcdn.com/items/8560/video.mp4,https://fortnite.gg/img/items/8560/icon.jpg?3,Meeseeks Manifest
https://fnggcdn.com/items/8420/video.mp4,https://fortnite.gg/img/items/8420/icon.jpg?3,Gwen's Spiderchute
https://fnggcdn.com/items/8418/video.mp4,https://fortnite.gg/img/items/8418/icon.jpg?1,Lunar Skyspan
